instability_event_uid,subject,session_stamp,anchor_time_rel_s,recommended_decision,instability_role,instability_review_score,road_guided_instability_score,old_v400_min_abs_anchor_gap_s,old_v400_road_type_mode,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,road_design_nearest_dist_m,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,steering_delta_peak_post3s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability
vehicle_instability_onset__txj__2025_09_27_09_06_19__000278500,txj,2025_09_27_09_06_19,278.5,hybrid_review_conflict_or_medium,instability_ay_only,40.33,50.06,1.08,straight,section4,design_regular_road,low,282.207591,3.10697,0.117004,0.100187,0.693594,272.105,entry,-6.395,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000324715,txj,2025_09_27_09_06_19,324.715,hybrid_accept_high,instability_ay_only,74.29,100.0,3.555,straight,curve2,design_curve_context,low,390.43773,1.49929,0.645116,1.45483,0.198968,303.805,entry,-20.91,curve2,curve2,very_low,弯道路段,curve2,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000340350,txj,2025_09_27_09_06_19,340.35,hybrid_accept_high,instability_ay_only,88.51,100.0,1.505,straight,curve2,design_curve_context,very_low,586.386598,2.4263,2.86139,1.80642,0.588176,365.805,exit,25.455,curve2,curve2,very_low,弯道路段,curve2,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000383165,txj,2025_09_27_09_06_19,383.165,hybrid_reject_low_evidence,instability_ay_only,29.37,32.88,0.865,straight,section5,design_regular_road,very_low,966.156847,1.36942,0.118159,0.086554,0.328995,396.0,exit,12.835,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000386605,txj,2025_09_27_09_06_19,386.605,hybrid_accept_medium,instability_ay_only,61.33,76.05,0.64,straight,section5,design_regular_road,very_low,957.372578,2.25323,0.235904,0.286593,0.528486,396.0,exit,9.395,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000413965,txj,2025_09_27_09_06_19,413.965,hybrid_reject_low_evidence,instability_ay_only,31.34,35.01,0.0,straight,stop,design_special_event_segment,very_low,901.50966,1.86978,0.101392,0.086313,0.56313,396.105,entry,-17.86,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000473595,txj,2025_09_27_09_06_19,473.595,hybrid_accept_high,instability_ay_only,83.64,100.0,0.875,straight,mu1,design_high_risk_surface,very_low,721.358742,9.20363,3.91555,0.437129,0.731118,473.2,entry,-0.395,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000510380,txj,2025_09_27_09_06_19,510.38,hybrid_review_conflict_or_medium,instability_ay_only,46.59,51.59,0.035,straight,mu1,design_high_risk_surface,very_low,653.695126,2.87035,0.124916,0.114812,0.539306,473.2,entry,-37.18,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000530350,txj,2025_09_27_09_06_19,530.35,hybrid_accept_high,instability_ay_only,65.13,100.0,1.045,curve,mu1,design_high_risk_surface,low,242.611708,11.8889,0.345595,0.209336,1.194505,473.2,entry,-57.15,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000555900,txj,2025_09_27_09_06_19,555.9,hybrid_accept_high,instability_ay_only,55.5,100.0,0.9,straight,mu1,design_high_risk_surface,low,197.089196,1.69575,0.687642,0.407351,0.09966,629.805,exit,73.905,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,575.87,hybrid_accept_high,instability_ay_only,59.91,100.0,2.8,straight,mu1,design_high_risk_surface,low,311.682217,2.87378,1.98212,0.179235,0.624304,629.805,exit,53.935,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000588050,txj,2025_09_27_09_06_19,588.05,hybrid_reject_low_evidence,instability_ay_only,25.21,25.62,,none,mu1,design_high_risk_surface,very_low,514.960887,1.3544,0.114288,0.08315,0.392524,629.805,exit,41.755,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000598210,txj,2025_09_27_09_06_19,598.21,hybrid_reject_low_evidence,instability_ay_only,37.02,37.1,,none,mu1,design_high_risk_surface,very_low,793.313235,1.51655,0.093382,0.06891,0.276635,629.805,exit,31.595,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,604.15,hybrid_accept_high,instability_ay_only,74.39,100.0,1.005,curve,mu1,design_high_risk_surface,very_low,974.307006,4.44161,0.854553,0.190739,0.327598,629.805,exit,25.655,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000035485,txj,2025_09_27_09_17_11,35.485,hybrid_reject_low_evidence,instability_ay_only,33.99,42.24,2.785,straight,section1,design_regular_road,high,5.085634,2.47987,0.107128,0.093909,0.638703,48.805,exit,13.32,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__txj__2025_09_27_09_17_11__000103660,txj,2025_09_27_09_17_11,103.66,hybrid_accept_medium,instability_ay_only,61.2,72.86,,none,curve1,design_curve_context,high,5.009233,2.02228,0.323173,0.273571,0.46609,98.5,entry,-5.16,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000136360,txj,2025_09_27_09_17_11,136.36,hybrid_accept_high,instability_ay_only,85.27,100.0,0.11,curve,curve1,design_curve_context,high,17.798581,16.3504,0.637358,0.382602,1.987931,98.5,entry,-37.86,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000361115,txj,2025_09_27_09_17_11,361.115,hybrid_accept_high,instability_ay_only,71.02,100.0,1.4,curve,section4,design_regular_road,low,279.682695,0.642082,0.607465,0.460505,0.407884,365.7,exit,4.585,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000386885,txj,2025_09_27_09_17_11,386.885,hybrid_accept_medium,instability_ay_only,44.41,64.84,4.715,straight,curve2,design_curve_context,low,367.058252,0.925643,0.231555,0.160291,0.309971,365.805,entry,-21.08,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000465820,txj,2025_09_27_09_17_11,465.82,hybrid_reject_low_evidence,instability_ay_only,30.8,35.16,1.255,straight,stop,design_special_event_segment,very_low,866.204173,0.871167,0.114834,0.107695,0.355698,474.605,exit,8.785,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000485215,txj,2025_09_27_09_17_11,485.215,hybrid_reject_low_evidence,instability_ay_only,35.09,43.04,2.095,straight,section6,design_regular_road,very_low,804.058462,1.60094,0.096588,0.074936,0.779639,474.7,entry,-10.515,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000492970,txj,2025_09_27_09_17_11,492.97,hybrid_reject_low_evidence,instability_ay_only,28.88,30.77,2.905,straight,section6,design_regular_road,very_low,781.962027,1.93782,0.104262,0.069017,0.478395,506.5,exit,13.53,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000522520,txj,2025_09_27_09_17_11,522.52,hybrid_reject_low_evidence,instability_ay_only,37.66,41.79,1.735,straight,mu1,design_high_risk_surface,very_low,700.718298,1.88342,0.143369,0.106407,0.33842,506.605,entry,-15.915,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000532910,txj,2025_09_27_09_17_11,532.91,hybrid_review_conflict_or_medium,instability_ay_only,44.58,52.15,0.53,straight,mu1,design_high_risk_surface,very_low,668.472258,7.68044,0.12523,0.092067,0.458323,506.605,entry,-26.305,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000584925,txj,2025_09_27_09_17_11,584.925,hybrid_reject_low_evidence,instability_ay_only,34.05,36.45,,none,mu1,design_high_risk_surface,very_low,660.197539,0.916888,0.17574,0.104816,0.313461,618.2,exit,33.275,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__txj__2025_09_27_09_17_11__000591515,txj,2025_09_27_09_17_11,591.515,hybrid_accept_medium,instability_ay_only,49.81,70.81,0.065,straight,mu1,design_high_risk_surface,very_low,894.060115,3.7046,0.272778,0.165542,0.402473,618.2,exit,26.685,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000115045,tyy,2025_09_28_14_23_43,115.045,hybrid_accept_high,instability_ay_only,68.83,97.36,0.26,straight,section2,design_regular_road,high,3.47051,1.39944,0.529352,0.361553,0.431446,126.105,exit,11.06,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000263565,tyy,2025_09_28_14_23_43,263.565,hybrid_accept_high,instability_ay_only,70.15,100.0,3.01,straight,section3,design_regular_road,low,278.670938,1.68318,0.544577,0.383113,0.294612,264.9,exit,1.335,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000348130,tyy,2025_09_28_14_23_43,348.13,hybrid_accept_high,instability_ay_only,84.31,100.0,0.03,curve,section4,design_regular_road,low,279.617836,15.2591,1.28309,1.03321,1.495743,352.305,exit,4.175,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000367545,tyy,2025_09_28_14_23_43,367.545,hybrid_accept_medium,instability_ay_roll,45.58,65.99,1.745,curve,curve2,design_curve_context,low,197.301783,0.645873,0.632197,0.104701,0.053582,352.4,entry,-15.145,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000376430,tyy,2025_09_28_14_23_43,376.43,hybrid_reject_low_evidence,instability_roll_only,12.3,3.5,,none,curve2,design_curve_context,low,198.403064,0.14896,0.475217,0.015752,0.188321,352.4,entry,-24.03,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000393535,tyy,2025_09_28_14_23_43,393.535,hybrid_reject_low_evidence,instability_roll_only,34.79,39.75,,none,curve2,design_curve_context,low,178.960735,0.375226,0.605533,0.088599,0.101229,352.4,entry,-41.135,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000397975,tyy,2025_09_28_14_23_43,397.975,hybrid_reject_low_evidence,instability_roll_only,14.73,18.77,,none,curve2,design_curve_context,low,175.981308,0.12942,0.605533,0.005482,0.071559,352.4,entry,-45.575,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000409805,tyy,2025_09_28_14_23_43,409.805,hybrid_review_conflict_or_medium,instability_roll_only,39.17,52.0,0.52,curve,curve2,design_curve_context,low,178.756401,0.557918,0.796941,0.120274,0.31198,352.4,entry,-57.405,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000525275,tyy,2025_09_28_14_23_43,525.275,hybrid_accept_high,instability_ay_only,78.99,100.0,1.47,straight,section5,design_regular_road,very_low,998.937875,1.74273,2.49913,1.31478,2.348515,522.605,entry,-2.67,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000619865,tyy,2025_09_28_14_23_43,619.865,hybrid_review_conflict_or_medium,instability_roll_only,38.22,54.5,3.695,straight,section5,design_regular_road,very_low,974.230324,0.306799,0.567354,0.174561,0.42551,668.4,exit,48.535,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000638575,tyy,2025_09_28_14_23_43,638.575,hybrid_accept_high,instability_ay_only,79.96,100.0,0.48,straight,section5,design_regular_road,very_low,987.578294,5.58782,2.20661,0.337077,0.549953,668.4,exit,29.825,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000703075,tyy,2025_09_28_14_23_43,703.075,hybrid_reject_low_evidence,instability_ay_only,18.5,21.5,0.125,straight,stop,design_special_event_segment,very_low,850.681128,0.754381,0.064105,0.050831,0.292866,708.9,exit,5.825,stop,stop,very_low,特殊道路段,stop,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000746100,tyy,2025_09_28_14_23_43,746.1,hybrid_review_conflict_or_medium,instability_ay_only,33.25,49.37,1.45,straight,section6,design_regular_road,very_low,748.473544,2.40284,0.148255,0.127088,0.938376,751.0,exit,4.9,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000775940,tyy,2025_09_28_14_23_43,775.94,hybrid_accept_medium,instability_ay_only,43.94,56.2,0.465,straight,mu1,design_high_risk_surface,very_low,686.252081,2.67633,0.139633,0.130537,0.540354,751.105,entry,-24.835,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000797665,tyy,2025_09_28_14_23_43,797.665,hybrid_review_conflict_or_medium,instability_ay_only,43.6,54.22,0.01,curve,mu1,design_high_risk_surface,very_low,619.865975,2.40312,0.181468,0.165572,0.577355,751.105,entry,-46.56,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000831920,tyy,2025_09_28_14_23_43,831.92,hybrid_reject_low_evidence,instability_ay_only,25.22,29.72,3.125,curve,mu1,design_high_risk_surface,low,171.914747,1.45733,0.054991,0.0745,0.317824,903.4,exit,71.48,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000891850,tyy,2025_09_28_14_23_43,891.85,hybrid_accept_medium,instability_ay_only,46.57,61.14,0.195,curve,mu1,design_high_risk_surface,very_low,1196.168313,3.20422,0.11784,0.125035,0.609294,903.4,exit,11.55,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_23_43__000899430,tyy,2025_09_28_14_23_43,899.43,hybrid_reject_low_evidence,instability_ay_only,23.6,21.92,1.385,curve,mu1,design_high_risk_surface,very_low,1389.401269,1.5411,0.071323,0.109468,0.73426,903.4,exit,3.97,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_40_01__000003435,tyy,2025_09_28_14_40_01,3.435,hybrid_review_conflict_or_medium,instability_roll_only,45.95,52.73,,none,section1,design_regular_road,high,8.493175,0.511374,1.01631,0.033019,0.446456,0.0,entry,-3.435,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__tyy__2025_09_28_14_40_01__000065145,tyy,2025_09_28_14_40_01,65.145,hybrid_reject_low_evidence,instability_ay_only,33.3,36.17,0.05,straight,longstraight,design_regular_road,high,1.515689,2.14913,0.112175,0.096852,0.324631,63.9,entry,-1.245,longstraight,longstraight,high,长直线路段,longstraight,high
vehicle_instability_onset__tyy__2025_09_28_14_40_01__000078865,tyy,2025_09_28_14_40_01,78.865,hybrid_accept_high,instability_ay_only,65.99,100.0,1.705,straight,section2,design_regular_road,high,2.886361,1.45144,0.359954,0.316279,2.2129,78.305,entry,-0.56,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000325710,tyy,2025_09_28_14_44_09,325.71,hybrid_accept_medium,instability_ay_only,44.57,65.92,1.05,curve,curve1,design_curve_context,very_low,4086.354444,2.81946,0.213457,0.120605,0.474991,115.905,entry,-209.805,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000340655,tyy,2025_09_28_14_44_09,340.655,hybrid_accept_medium,instability_ay_only,48.46,64.51,1.37,curve,curve1,design_curve_context,very_low,4503.747892,2.10543,0.137668,0.166919,0.282568,115.905,entry,-224.75,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000351810,tyy,2025_09_28_14_44_09,351.81,hybrid_reject_low_evidence,instability_ay_only,30.16,23.62,0.95,curve,curve1,design_curve_context,very_low,4796.349484,1.74517,0.075719,0.074434,0.548644,574.605,exit,222.795,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000370520,tyy,2025_09_28_14_44_09,370.52,hybrid_accept_medium,instability_ay_only,42.99,69.91,0.85,curve,curve1,design_curve_context,very_low,5320.235646,3.1008,0.180078,0.132271,0.742288,574.605,exit,204.085,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000388005,tyy,2025_09_28_14_44_09,388.005,hybrid_accept_high,instability_ay_only,75.02,100.0,0.385,curve,curve1,design_curve_context,very_low,5683.004687,4.4971,0.842736,0.19464,0.544979,574.605,exit,186.6,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000401825,tyy,2025_09_28_14_44_09,401.825,hybrid_review_conflict_or_medium,instability_ay_only,43.44,48.59,0.915,curve,curve1,design_curve_context,very_low,5782.381894,2.01967,0.54152,0.104459,0.37193,574.605,exit,172.78,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000416810,tyy,2025_09_28_14_44_09,416.81,hybrid_accept_medium,instability_ay_only,56.3,73.4,1.53,curve,curve1,design_curve_context,very_low,5733.264126,2.87056,0.537267,0.137762,0.419926,574.605,exit,157.795,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000442440,tyy,2025_09_28_14_44_09,442.44,hybrid_accept_medium,instability_ay_only,48.54,61.88,0.01,curve,curve1,design_curve_context,very_low,5566.081725,2.74495,0.179784,0.192012,0.547335,574.605,exit,132.165,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000449295,tyy,2025_09_28_14_44_09,449.295,hybrid_accept_high,instability_ay_only,70.51,100.0,0.015,curve,curve1,design_curve_context,very_low,5525.878264,4.54092,0.876121,0.192012,0.89483,574.605,exit,125.31,curve1,curve1,very_low,弯道路段,curve1,very_low
vehicle_instability_onset__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,471.655,hybrid_accept_high,instability_ay_roll,75.94,99.78,1.59,curve,curve1,design_curve_context,very_low,5439.828972,4.05157,0.738129,0.201602,0.650832,574.605,exit,102.95,curve1,curve1,very_low,弯道路段,curve1,very_low
